NC_000913.3 	CDS 	1 	+ 	336 	2799 	
NC_000913.3 	CDS 	1 	+ 	2228115 	2228460 	
NC_000913.3 	CDS 	1 	+ 	2230623 	2231022 	
NC_000913.3 	CDS 	1 	+ 	2235264 	2236500 	
NC_000913.3 	CDS 	1 	+ 	2238282 	2238615 	
NC_000913.3 	CDS 	1 	+ 	2246238 	2246700 	
NC_000913.3 	CDS 	1 	+ 	2247360 	2247777 	
NC_000913.3 	CDS 	1 	+ 	2253255 	2253573 	
NC_000913.3 	CDS 	1 	+ 	2257350 	2257815 	
NC_000913.3 	CDS 	1 	+ 	2275272 	2276298 	
NC_000913.3 	CDS 	1 	+ 	2277774 	2278098 	
NC_000913.3 	CDS 	1 	+ 	2279268 	2279574 	
NC_000913.3 	CDS 	1 	+ 	2280102 	2280606 	
NC_000913.3 	CDS 	1 	+ 	2295768 	2296104 	
NC_000913.3 	CDS 	1 	+ 	2296695 	2297079 	
NC_000913.3 	CDS 	1 	+ 	2300652 	2301048 	
NC_000913.3 	CDS 	1 	+ 	2303883 	2304393 	
NC_000913.3 	CDS 	1 	+ 	2317509 	2317851 	
NC_000913.3 	CDS 	1 	+ 	2321865 	2323251 	
NC_000913.3 	CDS 	1 	+ 	2323446 	2324109 	
NC_000913.3 	CDS 	1 	+ 	2329920 	2330328 	
NC_000913.3 	CDS 	1 	+ 	2347164 	2348514 	
NC_000913.3 	CDS 	1 	+ 	2368038 	2370021 	
NC_000913.3 	CDS 	1 	+ 	2372556 	2372892 	
NC_000913.3 	CDS 	1 	+ 	2376507 	2376984 	
NC_000913.3 	CDS 	1 	+ 	2381607 	2382525 	
NC_000913.3 	CDS 	1 	+ 	2393334 	2393691 	
NC_000913.3 	CDS 	1 	+ 	2394783 	2395149 	
NC_000913.3 	CDS 	1 	+ 	2398884 	2400168 	
NC_000913.3 	CDS 	1 	+ 	2401596 	2402058 	
NC_000913.3 	CDS 	1 	+ 	2407560 	2408778 	
NC_000913.3 	CDS 	1 	+ 	2409321 	2409630 	
NC_000913.3 	CDS 	1 	+ 	2412138 	2412471 	
NC_000913.3 	CDS 	1 	+ 	2421324 	2421687 	
NC_000913.3 	CDS 	1 	+ 	2425827 	2426169 	
NC_000913.3 	CDS 	1 	+ 	2431710 	2432220 	
NC_000913.3 	CDS 	1 	+ 	2433108 	2433774 	
NC_000913.3 	CDS 	1 	+ 	2442159 	2443770 	
NC_000913.3 	CDS 	1 	+ 	2444334 	2444754 	
NC_000913.3 	CDS 	1 	+ 	2445441 	2445840 	
NC_000913.3 	CDS 	1 	+ 	2461299 	2462646 	
NC_000913.3 	CDS 	1 	+ 	2467854 	2468217 	
NC_000913.3 	CDS 	1 	+ 	2471073 	2471385 	
NC_000913.3 	CDS 	1 	+ 	2474031 	2474856 	
NC_000913.3 	CDS 	1 	+ 	2475510 	2475873 	
NC_000913.3 	CDS 	1 	+ 	2483754 	2484369 	
NC_000913.3 	CDS 	1 	+ 	2497182 	2497623 	
NC_000913.3 	CDS 	1 	+ 	2498688 	2500368 	
NC_000913.3 	CDS 	1 	+ 	2505735 	2506524 	
NC_000913.3 	CDS 	1 	+ 	2507400 	2507703 	
NC_000913.3 	CDS 	1 	+ 	2509629 	2510886 	
NC_000913.3 	CDS 	1 	+ 	2511000 	2511327 	
NC_000913.3 	CDS 	1 	+ 	2514330 	2515443 	
NC_000913.3 	CDS 	1 	+ 	2518812 	2519205 	
NC_000913.3 	CDS 	1 	+ 	2519748 	2520807 	
NC_000913.3 	CDS 	1 	+ 	2525187 	2525502 	
NC_000913.3 	CDS 	1 	+ 	2526945 	2527944 	
NC_000913.3 	CDS 	1 	+ 	2528769 	2529072 	
NC_000913.3 	CDS 	1 	+ 	2532408 	2533380 	
NC_000913.3 	CDS 	1 	+ 	2537748 	2538483 	
NC_000913.3 	CDS 	1 	+ 	2539362 	2539701 	
NC_000913.3 	CDS 	1 	+ 	2540265 	2540736 	
NC_000913.3 	CDS 	1 	+ 	2544036 	2544465 	
NC_000913.3 	CDS 	1 	+ 	2548014 	2549406 	
NC_000913.3 	CDS 	1 	+ 	2560590 	2560893 	
NC_000913.3 	CDS 	1 	+ 	2565675 	2566173 	
NC_000913.3 	CDS 	1 	+ 	2566305 	2566674 	
NC_000913.3 	CDS 	1 	+ 	2567001 	2567652 	
NC_000913.3 	CDS 	1 	+ 	2568798 	2569329 	
NC_000913.3 	CDS 	1 	+ 	2569689 	2570043 	
NC_000913.3 	CDS 	1 	+ 	2570052 	2570439 	
NC_000913.3 	CDS 	1 	+ 	2576688 	2577285 	
NC_000913.3 	CDS 	1 	+ 	2577309 	2577717 	
NC_000913.3 	CDS 	1 	+ 	2577735 	2578143 	
NC_000913.3 	CDS 	1 	+ 	2578665 	2579616 	
NC_000913.3 	CDS 	1 	+ 	2585880 	2587431 	
NC_000913.3 	CDS 	1 	+ 	2594034 	2594433 	
NC_000913.3 	CDS 	1 	+ 	2596221 	2596527 	
NC_000913.3 	CDS 	1 	+ 	2600031 	2600478 	
NC_000913.3 	CDS 	1 	+ 	2604810 	2606250 	
NC_000913.3 	CDS 	1 	+ 	2606916 	2608497 	
NC_000913.3 	CDS 	1 	+ 	2610705 	2611464 	
NC_000913.3 	CDS 	1 	+ 	2611899 	2613912 	
NC_000913.3 	CDS 	1 	+ 	2613933 	2614782 	
NC_000913.3 	CDS 	1 	+ 	2616093 	2617557 	
NC_000913.3 	CDS 	1 	+ 	2620077 	2620983 	
NC_000913.3 	CDS 	1 	+ 	2621310 	2622234 	
NC_000913.3 	CDS 	1 	+ 	2625075 	2626656 	
NC_000913.3 	CDS 	1 	+ 	2629794 	2630310 	
NC_000913.3 	CDS 	1 	+ 	2630325 	2630865 	
NC_000913.3 	CDS 	1 	+ 	2630970 	2631336 	
NC_000913.3 	CDS 	1 	+ 	2634231 	2635602 	
NC_000913.3 	CDS 	1 	+ 	2638485 	2638953 	
NC_000913.3 	CDS 	1 	+ 	2652021 	2652342 	
NC_000913.3 	CDS 	1 	+ 	2654364 	2654709 	
NC_000913.3 	CDS 	1 	+ 	2665413 	2666715 	
NC_000913.3 	CDS 	1 	+ 	2669031 	2670393 	
NC_000913.3 	CDS 	1 	+ 	2671224 	2672037 	
NC_000913.3 	CDS 	1 	+ 	2672046 	2673249 	
NC_000913.3 	CDS 	1 	+ 	2673273 	2673768 	
NC_000913.3 	CDS 	1 	+ 	2684214 	2685504 	
NC_000913.3 	CDS 	1 	+ 	2685813 	2687025 	
NC_000913.3 	CDS 	1 	+ 	2687103 	2687448 	
NC_000913.3 	CDS 	1 	+ 	2696364 	2697357 	
NC_000913.3 	CDS 	1 	+ 	2698686 	2699607 	
NC_000913.3 	CDS 	1 	+ 	2710419 	2712042 	
NC_000913.3 	CDS 	1 	+ 	2716182 	2716560 	
NC_000913.3 	CDS 	1 	+ 	2718063 	2718666 	
NC_000913.3 	CDS 	1 	+ 	2731881 	2732376 	
NC_000913.3 	CDS 	1 	+ 	2732469 	2732802 	
NC_000913.3 	CDS 	1 	+ 	2741874 	2742393 	
NC_000913.3 	CDS 	1 	+ 	2746470 	2747007 	
NC_000913.3 	CDS 	1 	+ 	2747886 	2748753 	
NC_000913.3 	CDS 	1 	+ 	2753604 	2753946 	
NC_000913.3 	CDS 	1 	+ 	2760546 	2761173 	
NC_000913.3 	CDS 	1 	+ 	2764491 	2764935 	
NC_000913.3 	CDS 	1 	+ 	2768664 	2769486 	
NC_000913.3 	CDS 	1 	+ 	2769702 	2770404 	
NC_000913.3 	CDS 	1 	+ 	2770431 	2771124 	
NC_000913.3 	CDS 	1 	+ 	2773317 	2775021 	
NC_000913.3 	CDS 	1 	+ 	2775918 	2776377 	
NC_000913.3 	CDS 	1 	+ 	2791272 	2792721 	
NC_000913.3 	CDS 	1 	+ 	2795655 	2796336 	
NC_000913.3 	CDS 	1 	+ 	2804697 	2806017 	
NC_000913.3 	CDS 	1 	+ 	2810343 	2810679 	
NC_000913.3 	CDS 	1 	+ 	2810769 	2811300 	
NC_000913.3 	CDS 	1 	+ 	2811426 	2812599 	
NC_000913.3 	CDS 	1 	+ 	2833911 	2835045 	
NC_000913.3 	CDS 	1 	+ 	2837655 	2837985 	
NC_000913.3 	CDS 	1 	+ 	2843658 	2843967 	
NC_000913.3 	CDS 	1 	+ 	2848185 	2848497 	
NC_000913.3 	CDS 	1 	+ 	2848575 	2849154 	
NC_000913.3 	CDS 	1 	+ 	2854755 	2855157 	
NC_000913.3 	CDS 	1 	+ 	2857092 	2859654 	
NC_000913.3 	CDS 	1 	+ 	2859759 	2860416 	
NC_000913.3 	CDS 	1 	+ 	2864235 	2865012 	
NC_000913.3 	CDS 	1 	+ 	2876580 	2877618 	
NC_000913.3 	CDS 	1 	+ 	2887311 	2887710 	
NC_000913.3 	CDS 	1 	+ 	2891124 	2891550 	
NC_000913.3 	CDS 	1 	+ 	2892213 	2892579 	
NC_000913.3 	CDS 	1 	+ 	2896737 	2897073 	
NC_000913.3 	CDS 	1 	+ 	2900061 	2900370 	
NC_000913.3 	CDS 	1 	+ 	2905641 	2906583 	
NC_000913.3 	CDS 	1 	+ 	2919408 	2920008 	
NC_000913.3 	CDS 	1 	+ 	2928228 	2929518 	
NC_000913.3 	CDS 	1 	+ 	2929575 	2930943 	
NC_000913.3 	CDS 	1 	+ 	2931165 	2931810 	
NC_000913.3 	CDS 	1 	+ 	2932416 	2932953 	
NC_000913.3 	CDS 	1 	+ 	2934234 	2935551 	
NC_000913.3 	CDS 	1 	+ 	2938887 	2939310 	
NC_000913.3 	CDS 	1 	+ 	2939367 	2940099 	
NC_000913.3 	CDS 	1 	+ 	2943336 	2944542 	
NC_000913.3 	CDS 	1 	+ 	2969661 	2970351 	
NC_000913.3 	CDS 	1 	+ 	2971596 	2972637 	
NC_000913.3 	CDS 	1 	+ 	2982033 	2982336 	
NC_000913.3 	CDS 	1 	+ 	2983311 	2983671 	
NC_000913.3 	CDS 	1 	+ 	2985846 	2987076 	
NC_000913.3 	CDS 	1 	+ 	2987502 	2988168 	
NC_000913.3 	CDS 	1 	+ 	2988501 	2989311 	
NC_000913.3 	CDS 	1 	+ 	2990553 	2991000 	
NC_000913.3 	CDS 	1 	+ 	2991267 	2991759 	
NC_000913.3 	CDS 	1 	+ 	3002613 	3003492 	
NC_000913.3 	CDS 	1 	+ 	3006261 	3007452 	
NC_000913.3 	CDS 	1 	+ 	3007509 	3008706 	
NC_000913.3 	CDS 	1 	+ 	3008763 	3009975 	
NC_000913.3 	CDS 	1 	+ 	3011460 	3012393 	
NC_000913.3 	CDS 	1 	+ 	3015159 	3015738 	
NC_000913.3 	CDS 	1 	+ 	3016059 	3019158 	
NC_000913.3 	CDS 	1 	+ 	3021315 	3024186 	
NC_000913.3 	CDS 	1 	+ 	3027120 	3028488 	
NC_000913.3 	CDS 	1 	+ 	3036366 	3036693 	
NC_000913.3 	CDS 	1 	+ 	3040287 	3040713 	
NC_000913.3 	CDS 	1 	+ 	3046302 	3046806 	
NC_000913.3 	CDS 	1 	+ 	3047025 	3048156 	
NC_000913.3 	CDS 	1 	+ 	3048414 	3048762 	
NC_000913.3 	CDS 	1 	+ 	3053787 	3054480 	
NC_000913.3 	CDS 	1 	+ 	3055611 	3055941 	
NC_000913.3 	CDS 	1 	+ 	3060849 	3062994 	
NC_000913.3 	CDS 	1 	+ 	3068193 	3068517 	
NC_000913.3 	CDS 	1 	+ 	3070944 	3071340 	
NC_000913.3 	CDS 	1 	+ 	3081786 	3082671 	
NC_000913.3 	CDS 	1 	+ 	3084807 	3085110 	
NC_000913.3 	CDS 	1 	+ 	3089754 	3090252 	
NC_000913.3 	CDS 	1 	+ 	3095097 	3095802 	
NC_000913.3 	CDS 	1 	+ 	3097266 	3098403 	
NC_000913.3 	CDS 	1 	+ 	3100071 	3100539 	
NC_000913.3 	CDS 	1 	+ 	3108615 	3108948 	
NC_000913.3 	CDS 	1 	+ 	3114864 	3115518 	
NC_000913.3 	CDS 	1 	+ 	3116583 	3117129 	
NC_000913.3 	CDS 	1 	+ 	3117129 	3117948 	
NC_000913.3 	CDS 	1 	+ 	3124323 	3124641 	
NC_000913.3 	CDS 	1 	+ 	3124857 	3125187 	
NC_000913.3 	CDS 	1 	+ 	3127245 	3127593 	
NC_000913.3 	CDS 	1 	+ 	3128271 	3129036 	
NC_000913.3 	CDS 	1 	+ 	3134130 	3134823 	
NC_000913.3 	CDS 	1 	+ 	3135450 	3135933 	
NC_000913.3 	CDS 	1 	+ 	3136875 	3137736 	
NC_000913.3 	CDS 	1 	+ 	3138066 	3138441 	
NC_000913.3 	CDS 	1 	+ 	3138726 	3139593 	
NC_000913.3 	CDS 	1 	+ 	3142035 	3142941 	
NC_000913.3 	CDS 	1 	+ 	3144624 	3145182 	
NC_000913.3 	CDS 	1 	+ 	3149661 	3150546 	
NC_000913.3 	CDS 	1 	+ 	3152157 	3153423 	
NC_000913.3 	CDS 	1 	+ 	3160170 	3160473 	
NC_000913.3 	CDS 	1 	+ 	3167010 	3167700 	
NC_000913.3 	CDS 	1 	+ 	3169827 	3170487 	
NC_000913.3 	CDS 	1 	+ 	3180420 	3181581 	
NC_000913.3 	CDS 	1 	+ 	3184779 	3185130 	
NC_000913.3 	CDS 	1 	+ 	3186186 	3186552 	
NC_000913.3 	CDS 	1 	+ 	3192207 	3192837 	
NC_000913.3 	CDS 	1 	+ 	3197037 	3197556 	
NC_000913.3 	CDS 	1 	+ 	3198228 	3198597 	
NC_000913.3 	CDS 	1 	+ 	3204693 	3205311 	
NC_000913.3 	CDS 	1 	+ 	3205926 	3206238 	
NC_000913.3 	CDS 	1 	+ 	3208023 	3209487 	
NC_000913.3 	CDS 	1 	+ 	3226233 	3227667 	
NC_000913.3 	CDS 	1 	+ 	3234831 	3235626 	
NC_000913.3 	CDS 	1 	+ 	3235959 	3236463 	
NC_000913.3 	CDS 	1 	+ 	3239943 	3241188 	
NC_000913.3 	CDS 	1 	+ 	3245103 	3246522 	
NC_000913.3 	CDS 	1 	+ 	3246636 	3247428 	
NC_000913.3 	CDS 	1 	+ 	3252303 	3252669 	
NC_000913.3 	CDS 	1 	+ 	3258303 	3258633 	
NC_000913.3 	CDS 	1 	+ 	3259311 	3259851 	
NC_000913.3 	CDS 	1 	+ 	3278931 	3280194 	
NC_000913.3 	CDS 	1 	+ 	3281139 	3281625 	
NC_000913.3 	CDS 	1 	+ 	3284169 	3284646 	
NC_000913.3 	CDS 	1 	+ 	3285396 	3286269 	
NC_000913.3 	CDS 	1 	+ 	3286269 	3287025 	
NC_000913.3 	CDS 	1 	+ 	3288738 	3291330 	
NC_000913.3 	CDS 	1 	+ 	3299361 	3299709 	
NC_000913.3 	CDS 	1 	+ 	3303447 	3304455 	
NC_000913.3 	CDS 	1 	+ 	3306351 	3306726 	
NC_000913.3 	CDS 	1 	+ 	3309408 	3309711 	
NC_000913.3 	CDS 	1 	+ 	3312942 	3314658 	
NC_000913.3 	CDS 	1 	+ 	3315309 	3315855 	
NC_000913.3 	CDS 	1 	+ 	3316482 	3317340 	
NC_000913.3 	CDS 	1 	+ 	3318636 	3319980 	
NC_000913.3 	CDS 	1 	+ 	3328962 	3330396 	
NC_000913.3 	CDS 	1 	+ 	3338616 	3339009 	
NC_000913.3 	CDS 	1 	+ 	3341265 	3342252 	
NC_000913.3 	CDS 	1 	+ 	3352050 	3352353 	
NC_000913.3 	CDS 	1 	+ 	3365184 	3365664 	
NC_000913.3 	CDS 	1 	+ 	3369555 	3370089 	
NC_000913.3 	CDS 	1 	+ 	3374160 	3374496 	
NC_000913.3 	CDS 	1 	+ 	3374868 	3376236 	
NC_000913.3 	CDS 	1 	+ 	3376341 	3376761 	
NC_000913.3 	CDS 	1 	+ 	3380184 	3380589 	
NC_000913.3 	CDS 	1 	+ 	3380742 	3382110 	
NC_000913.3 	CDS 	1 	+ 	3384702 	3385173 	
NC_000913.3 	CDS 	1 	+ 	3392424 	3392877 	
NC_000913.3 	CDS 	1 	+ 	3393912 	3394266 	
NC_000913.3 	CDS 	1 	+ 	3399120 	3399741 	
NC_000913.3 	CDS 	1 	+ 	3400074 	3400413 	
NC_000913.3 	CDS 	1 	+ 	3402048 	3402351 	
NC_000913.3 	CDS 	1 	+ 	3405435 	3405906 	
NC_000913.3 	CDS 	1 	+ 	3415032 	3418137 	
NC_000913.3 	CDS 	1 	+ 	3419382 	3420066 	
NC_000913.3 	CDS 	1 	+ 	3421788 	3422100 	
NC_000913.3 	CDS 	1 	+ 	3433689 	3434199 	
NC_000913.3 	CDS 	1 	+ 	3441315 	3441621 	
NC_000913.3 	CDS 	1 	+ 	3441744 	3442125 	
NC_000913.3 	CDS 	1 	+ 	3447663 	3448203 	
NC_000913.3 	CDS 	1 	+ 	3459816 	3461013 	
NC_000913.3 	CDS 	1 	+ 	3461022 	3461460 	
NC_000913.3 	CDS 	1 	+ 	3461934 	3462351 	
NC_000913.3 	CDS 	1 	+ 	3465057 	3465543 	
NC_000913.3 	CDS 	1 	+ 	3471963 	3473550 	
NC_000913.3 	CDS 	1 	+ 	3477966 	3478509 	
NC_000913.3 	CDS 	1 	+ 	3483201 	3484224 	
NC_000913.3 	CDS 	1 	+ 	3490827 	3491298 	
NC_000913.3 	CDS 	1 	+ 	3491793 	3492192 	
NC_000913.3 	CDS 	1 	+ 	3492567 	3493749 	
NC_000913.3 	CDS 	1 	+ 	3494010 	3496554 	
NC_000913.3 	CDS 	1 	+ 	3501246 	3502290 	
NC_000913.3 	CDS 	1 	+ 	3503166 	3503952 	
NC_000913.3 	CDS 	1 	+ 	3504051 	3504783 	
NC_000913.3 	CDS 	1 	+ 	3508116 	3508734 	
NC_000913.3 	CDS 	1 	+ 	3511164 	3511599 	
NC_000913.3 	CDS 	1 	+ 	3515253 	3515580 	
NC_000913.3 	CDS 	1 	+ 	3517419 	3517737 	
NC_000913.3 	CDS 	1 	+ 	3519987 	3520602 	
NC_000913.3 	CDS 	1 	+ 	3521823 	3522144 	
NC_000913.3 	CDS 	1 	+ 	3522846 	3525423 	
NC_000913.3 	CDS 	1 	+ 	3529347 	3529749 	
NC_000913.3 	CDS 	1 	+ 	3529767 	3530652 	
NC_000913.3 	CDS 	1 	+ 	3536811 	3537288 	
NC_000913.3 	CDS 	1 	+ 	3537384 	3539706 	
NC_000913.3 	CDS 	1 	+ 	3544833 	3545565 	
NC_000913.3 	CDS 	1 	+ 	3546558 	3547875 	
NC_000913.3 	CDS 	1 	+ 	3558267 	3559866 	
NC_000913.3 	CDS 	1 	+ 	3575070 	3575664 	
NC_000913.3 	CDS 	1 	+ 	3581862 	3583041 	
NC_000913.3 	CDS 	1 	+ 	3604392 	3604989 	
NC_000913.3 	CDS 	1 	+ 	3606450 	3608649 	
NC_000913.3 	CDS 	1 	+ 	3609216 	3609882 	
NC_000913.3 	CDS 	1 	+ 	3609912 	3610512 	
NC_000913.3 	CDS 	1 	+ 	3615240 	3616185 	
NC_000913.3 	CDS 	1 	+ 	3617775 	3618582 	
NC_000913.3 	CDS 	1 	+ 	3619191 	3623427 	
NC_000913.3 	CDS 	1 	+ 	3624558 	3624963 	
NC_000913.3 	CDS 	1 	+ 	3626940 	3627342 	
NC_000913.3 	CDS 	1 	+ 	3629295 	3629859 	
NC_000913.3 	CDS 	1 	+ 	3637206 	3637518 	
NC_000913.3 	CDS 	1 	+ 	3637641 	3639141 	
NC_000913.3 	CDS 	1 	+ 	3639213 	3639567 	
NC_000913.3 	CDS 	1 	+ 	3640110 	3640545 	
NC_000913.3 	CDS 	1 	+ 	3645384 	3646227 	
NC_000913.3 	CDS 	1 	+ 	3648468 	3648903 	
NC_000913.3 	CDS 	1 	+ 	3656994 	3657567 	
NC_000913.3 	CDS 	1 	+ 	3658365 	3658893 	
NC_000913.3 	CDS 	1 	+ 	3669591 	3671241 	
NC_000913.3 	CDS 	1 	+ 	3685872 	3686178 	
NC_000913.3 	CDS 	1 	+ 	3702900 	3703224 	
NC_000913.3 	CDS 	1 	+ 	3708408 	3708741 	
NC_000913.3 	CDS 	1 	+ 	3712926 	3713655 	
NC_000913.3 	CDS 	1 	+ 	3714924 	3716007 	
NC_000913.3 	CDS 	1 	+ 	3717297 	3718284 	
NC_000913.3 	CDS 	1 	+ 	3721443 	3722049 	
NC_000913.3 	CDS 	1 	+ 	3723195 	3723564 	
NC_000913.3 	CDS 	1 	+ 	3723858 	3724263 	
NC_000913.3 	CDS 	1 	+ 	3725886 	3726882 	
NC_000913.3 	CDS 	1 	+ 	3731130 	3732123 	
NC_000913.3 	CDS 	1 	+ 	3733719 	3734901 	
NC_000913.3 	CDS 	1 	+ 	3737496 	3739527 	
NC_000913.3 	CDS 	1 	+ 	3739704 	3740958 	
NC_000913.3 	CDS 	1 	+ 	3741132 	3741477 	
NC_000913.3 	CDS 	1 	+ 	3743742 	3744210 	
NC_000913.3 	CDS 	1 	+ 	3744327 	3744801 	
NC_000913.3 	CDS 	1 	+ 	3754857 	3755256 	
NC_000913.3 	CDS 	1 	+ 	3759342 	3759816 	
NC_000913.3 	CDS 	1 	+ 	3767226 	3767922 	
NC_000913.3 	CDS 	1 	+ 	3774105 	3775572 	
NC_000913.3 	CDS 	1 	+ 	3776664 	3777027 	
NC_000913.3 	CDS 	1 	+ 	3779826 	3781017 	
NC_000913.3 	CDS 	1 	+ 	3781863 	3782256 	
NC_000913.3 	CDS 	1 	+ 	3783672 	3784125 	
NC_000913.3 	CDS 	1 	+ 	3785259 	3786804 	
NC_000913.3 	CDS 	1 	+ 	3786813 	3788097 	
NC_000913.3 	CDS 	1 	+ 	3788235 	3789060 	
NC_000913.3 	CDS 	1 	+ 	3790587 	3791064 	
NC_000913.3 	CDS 	1 	+ 	3793986 	3794919 	
NC_000913.3 	CDS 	1 	+ 	3794928 	3795975 	
NC_000913.3 	CDS 	1 	+ 	3795978 	3796938 	
NC_000913.3 	CDS 	1 	+ 	3796947 	3798207 	
NC_000913.3 	CDS 	1 	+ 	3808539 	3809817 	
NC_000913.3 	CDS 	1 	+ 	3812730 	3813951 	
NC_000913.3 	CDS 	1 	+ 	3816675 	3817539 	
NC_000913.3 	CDS 	1 	+ 	3821427 	3822051 	
NC_000913.3 	CDS 	1 	+ 	3822573 	3824508 	
NC_000913.3 	CDS 	1 	+ 	3824514 	3825204 	
NC_000913.3 	CDS 	1 	+ 	3828327 	3828660 	
NC_000913.3 	CDS 	1 	+ 	3836952 	3838137 	
NC_000913.3 	CDS 	1 	+ 	3841584 	3841929 	
NC_000913.3 	CDS 	1 	+ 	3843963 	3845730 	
NC_000913.3 	CDS 	1 	+ 	3848688 	3849075 	
NC_000913.3 	CDS 	1 	+ 	3862518 	3862854 	
NC_000913.3 	CDS 	1 	+ 	3863898 	3864615 	
NC_000913.3 	CDS 	1 	+ 	3869358 	3870441 	
NC_000913.3 	CDS 	1 	+ 	3873342 	3873735 	
NC_000913.3 	CDS 	1 	+ 	3874686 	3875274 	
NC_000913.3 	CDS 	1 	+ 	3881877 	3882219 	
NC_000913.3 	CDS 	1 	+ 	3885075 	3886722 	
NC_000913.3 	CDS 	1 	+ 	3886827 	3888192 	
NC_000913.3 	CDS 	1 	+ 	3888714 	3890145 	
NC_000913.3 	CDS 	1 	+ 	3890235 	3891483 	
NC_000913.3 	CDS 	1 	+ 	3892764 	3893724 	
NC_000913.3 	CDS 	1 	+ 	3893868 	3894630 	
NC_000913.3 	CDS 	1 	+ 	3894651 	3895218 	
NC_000913.3 	CDS 	1 	+ 	3900762 	3901182 	
NC_000913.3 	CDS 	1 	+ 	3907176 	3907602 	
NC_000913.3 	CDS 	1 	+ 	3915399 	3915996 	
NC_000913.3 	CDS 	1 	+ 	3920445 	3920781 	
NC_000913.3 	CDS 	1 	+ 	3933777 	3935283 	
NC_000913.3 	CDS 	1 	+ 	3937278 	3938223 	
NC_000913.3 	CDS 	1 	+ 	3938235 	3939219 	
NC_000913.3 	CDS 	1 	+ 	3950559 	3951543 	
NC_000913.3 	CDS 	1 	+ 	3957834 	3959445 	
NC_000913.3 	CDS 	1 	+ 	3965706 	3966090 	
NC_000913.3 	CDS 	1 	+ 	3969030 	3970077 	
NC_000913.3 	CDS 	1 	+ 	3971259 	3972522 	
NC_000913.3 	CDS 	1 	+ 	3978600 	3979953 	
NC_000913.3 	CDS 	1 	+ 	3980886 	3982272 	
NC_000913.3 	CDS 	1 	+ 	3984750 	3985284 	
NC_000913.3 	CDS 	1 	+ 	3988911 	3989337 	
NC_000913.3 	CDS 	1 	+ 	3991230 	3993699 	
NC_000913.3 	CDS 	1 	+ 	3993849 	3994335 	
NC_000913.3 	CDS 	1 	+ 	3994758 	3995586 	
NC_000913.3 	CDS 	1 	+ 	3997182 	3997899 	
NC_000913.3 	CDS 	1 	+ 	4006662 	4007022 	
NC_000913.3 	CDS 	1 	+ 	4010082 	4011000 	
NC_000913.3 	CDS 	1 	+ 	4011255 	4011975 	
NC_000913.3 	CDS 	1 	+ 	4013052 	4015314 	
NC_000913.3 	CDS 	1 	+ 	4015752 	4016061 	
NC_000913.3 	CDS 	1 	+ 	4016430 	4017192 	
NC_000913.3 	CDS 	1 	+ 	4018854 	4019610 	
NC_000913.3 	CDS 	1 	+ 	4020225 	4021866 	
NC_000913.3 	CDS 	1 	+ 	4021902 	4022214 	
NC_000913.3 	CDS 	1 	+ 	4028673 	4029687 	
NC_000913.3 	CDS 	1 	+ 	4031160 	4032492 	
NC_000913.3 	CDS 	1 	+ 	4034844 	4035153 	
NC_000913.3 	CDS 	1 	+ 	4044198 	4045629 	
NC_000913.3 	CDS 	1 	+ 	4056558 	4057608 	
NC_000913.3 	CDS 	1 	+ 	4058532 	4060230 	
NC_000913.3 	CDS 	1 	+ 	4060446 	4061157 	
NC_000913.3 	CDS 	1 	+ 	4062246 	4063512 	
NC_000913.3 	CDS 	1 	+ 	4070598 	4070934 	
NC_000913.3 	CDS 	1 	+ 	4071045 	4071651 	
NC_000913.3 	CDS 	1 	+ 	4072812 	4073172 	
NC_000913.3 	CDS 	1 	+ 	4076145 	4077018 	
NC_000913.3 	CDS 	1 	+ 	4081629 	4081935 	
NC_000913.3 	CDS 	1 	+ 	4083789 	4084170 	
NC_000913.3 	CDS 	1 	+ 	4086177 	4086849 	
NC_000913.3 	CDS 	1 	+ 	4090203 	4090581 	
NC_000913.3 	CDS 	1 	+ 	4098555 	4099494 	
NC_000913.3 	CDS 	1 	+ 	4102791 	4103496 	
NC_000913.3 	CDS 	1 	+ 	4103682 	4104093 	
NC_000913.3 	CDS 	1 	+ 	4108833 	4109823 	
NC_000913.3 	CDS 	1 	+ 	4114896 	4115382 	
NC_000913.3 	CDS 	1 	+ 	4118901 	4119408 	
NC_000913.3 	CDS 	1 	+ 	4120578 	4120917 	
NC_000913.3 	CDS 	1 	+ 	4124859 	4125537 	
NC_000913.3 	CDS 	1 	+ 	4142529 	4143609 	
NC_000913.3 	CDS 	1 	+ 	4147074 	4147479 	
NC_000913.3 	CDS 	1 	+ 	4153914 	4154226 	
NC_000913.3 	CDS 	1 	+ 	4155000 	4156005 	
NC_000913.3 	CDS 	1 	+ 	4158459 	4159407 	
NC_000913.3 	CDS 	1 	+ 	4159524 	4159938 	
NC_000913.3 	CDS 	1 	+ 	4160421 	4160835 	
NC_000913.3 	CDS 	1 	+ 	4161066 	4161771 	
NC_000913.3 	CDS 	1 	+ 	4173081 	4174047 	
NC_000913.3 	CDS 	1 	+ 	4175943 	4177128 	
NC_000913.3 	CDS 	1 	+ 	4181211 	4185273 	
NC_000913.3 	CDS 	1 	+ 	4189785 	4190325 	
NC_000913.3 	CDS 	1 	+ 	4193748 	4194093 	
NC_000913.3 	CDS 	1 	+ 	4204755 	4205622 	
NC_000913.3 	CDS 	1 	+ 	4213233 	4213617 	
